cityCode,population,cityName,longitude,latitude,radius,countryCode,countryName
38529,3867,Vaulnaveys-le-Haut,5.84024593486364,45.1155445564879,,,France
38150,6745,Domène,5.83673314805534,45.2040475891215,,,France
38478,1052,Séchilienne,5.82996038813987,45.0725812272808,,,France
38397,6966,Saint-Ismier,5.82843713509457,45.2514792577278,,,France
38273,466,Nantes-en-Ratier,5.82822884598669,44.9280330013409,,,France
38456,449,Châtel-en-Trièves,5.82711254782415,44.8288307420226,,,France
38271,882,Murianette,5.82583637539853,45.1884865265116,,,France
38364,433,Saint-Barthélemy-de-Séchilienne,5.82209556245703,45.0397988214671,,,France
38444,126,Saint-Pierre-de-Méaroz,5.82033661716489,44.8732974879044,,,France
38396,814,Saint-Honoré,5.82003210552017,44.9581597656252,,,France
38552,406,Villard-Saint-Christophe,5.81909223284487,44.9860395780253,,,France
38249,5134,Montbonnot-Saint-Martin,5.8154522434662,45.2212333227664,,,France
38528,1282,Vaulnaveys-le-Bas,5.81131264976745,45.099063855267,,,France
38533,729,Venon,5.81029342610328,45.1736736668057,,,France
38497,140,Sousville,5.80643642141737,44.9105385514026,,,France
38106,329,Cholonge,5.80059393962135,45.0099476004286,,,France
38045,2386,Biviers,5.79918912761766,45.2432827731691,,,France
38313,291,Ponsonnas,5.79791387866796,44.8893644436437,,,France
38442,1015,Saint-Pierre-de-Chartreuse,5.79787436009365,45.3314570971075,,,France
38188,1361,Herbeys,5.79691911875526,45.1436516968313,,,France
38376,838,Saint-Christophe-sur-Guiers,5.79237766619099,45.4091828154119,,,France
38179,6779,Gières,5.79137731791282,45.183318962246,,,France
38269,4948,La Mure,5.78765948203309,44.9096386677865,,,France
38229,17129,Meylan,5.78417311913933,45.2121919037726,,,France
38471,1121,Le Sappey-en-Chartreuse,5.78389571337056,45.2653919838271,,,France
38203,455,Laffrey,5.78212335624319,45.0300999343072,,,France
38562,7361,Vizille,5.77943753620228,45.074532544806,,,France
38059,2556,Brié-et-Angonnes,5.77863010573072,45.1230013396589,,,France
38366,257,Saint-Baudille-et-Pipet,5.77797772485795,44.783040268827,,,France
38116,42,Cognet,5.77599516840686,44.8816019396742,,,France
38462,521,Saint-Théoffrey,5.77576275190327,44.9911009246262,,,France
38304,1496,Pierre-Châtel,5.77364477676672,44.956393515052,,,France
38514,178,Tréminis,5.77177912943823,44.7325023783352,,,France
38309,2168,Poisat,5.76983606012132,45.1540385378485,,,France
38421,38487,Saint-Martin-d'Hères,5.76515011269447,45.1758941443281,,,France
38445,764,Saint-Pierre-de-Mésage,5.76487398980254,45.047898954668,,,France
38499,1272,Susville,5.76287833821232,44.9257168831735,,,France
38252,339,Montchaboud,5.76129679689758,45.093138669875,,,France
38472,189,Sarcenas,5.76001630085793,45.2848597660288,,,France
38126,4013,Corenc,5.75925789753024,45.2258425762751,,,France
38326,355,Prunières,5.75661601553592,44.8986609487447,,,France
38155,1763,Entre-deux-Guiers,5.7560099235387,45.4159626425305,,,France
38403,288,Saint-Jean-d'Hérans,5.7532547104937,44.8547509998155,,,France
38226,1397,Mens,5.75250024227704,44.8148460341107,,,France
38279,1147,Notre-Dame-de-Mésage,5.75187078857807,45.070377160596,,,France
38402,532,Saint-Jean-de-Vaulx,5.75185571103907,45.0170330452971,,,France
38057,684,Bresson,5.75078684905373,45.1334175734448,,,France
38158,10185,Eybens,5.74852082358706,45.1513077677906,,,France
38200,3746,Jarrie,5.74649188462255,45.1109719122569,,,France
38516,6596,La Tronche,5.7436881926015,45.2106666812791,,,France
38361,84,Saint-Arey,5.74277552694346,44.8826437188221,,,France
38280,509,Notre-Dame-de-Vaulx,5.7413802580434,44.9912915558142,,,France
38265,1712,La Motte-d'Aveillans,5.74065817488323,44.9545856345128,,,France
38412,4531,Saint-Laurent-du-Pont,5.73473153384067,45.3802543097365,,,France
38328,893,Quaix-en-Chartreuse,5.73028879083485,45.2569022363623,,,France
38071,3007,Champ-sur-Drac,5.72713521867105,45.0689516844083,,,France
38068,1226,Champagnier,5.7214431840917,45.1107041590266,,,France
38185,158454,Grenoble,5.72115622480579,45.1822964978694,,,France
38266,444,La Motte-Saint-Martin,5.71904880582148,44.9466600436712,,,France
38388,2276,Saint-Georges-de-Commiers,5.71844976192638,45.036011587348,,,France
38423,5778,Saint-Martin-le-Vinoux,5.71591450444517,45.2195404230077,,,France
38151,36840,Échirolles,5.71546120290339,45.1470030310839,,,France
38325,507,Proveysieux,5.71501942383904,45.2875886456421,,,France
38224,97,Mayres-Savel,5.71139379410953,44.8869500476208,,,France
38321,164,Prébois,5.71069892237737,44.7775768396648,,,France
38236,1721,Miribel-les-Échelles,5.70797767376282,45.4377168436005,,,France
38277,518,Notre-Dame-de-Commiers,5.70447482013479,45.0096643512795,,,France
38127,165,Cornillon-en-Trièves,5.70427691623415,44.8353210083907,,,France
38564,226,Voissant,5.70397660615074,45.4797127541383,,,France
38254,487,Monteynard,5.70230549859145,44.9805904917049,,,France
38317,10435,Le Pont-de-Claix,5.70172406144642,45.1259184204289,,,France
38354,405,Saint-Albin-de-Vaulserre,5.69797517229264,45.5016102367423,,,France
38217,72,Marcieu,5.69482669021016,44.9172626121268,,,France
38405,1219,Saint-Joseph-de-Rivière,5.69063989151087,45.3647434023818,,,France
38204,193,Lalley,5.68451371621124,44.7468077905179,,,France
38382,15838,Saint-Égrève,5.68429103769622,45.2323757706544,,,France
38258,79,Mont-Saint-Martin,5.68328854452313,45.2784642552365,,,France
38420,260,Saint-Martin-de-Vaulserre,5.68155072894291,45.4926704096261,,,France
38372,723,Saint-Bueil,5.68042889714531,45.4739852439049,,,France
38208,148,Lavars,5.67918160859317,44.8534291686784,,,France
38169,22523,Fontaine,5.6777777010617,45.1926695136908,,,France
38524,8250,Varces-Allières-et-Risset,5.67691318183496,45.0913295845702,,,France
38486,7685,Seyssins,5.6755144543214,45.1552098784701,,,France
38545,8532,Vif,5.67420919761497,45.0432783071771,,,France
38407,984,La Sure en Chartreuse,5.67408510258178,45.3303889154909,,,France
38023,197,Avignonet,5.67377038409721,44.9571840576346,,,France
38485,12013,Seyssinet-Pariset,5.66922878514507,45.17300480651,,,France
38398,966,Saint-Jean-d'Avelanne,5.66763767220036,45.5084404492989,,,France
38170,2710,Fontanil-Cornillon,5.66408452002672,45.2540842888499,,,France
38362,1137,Saint-Aupre,5.66173267510502,45.4063223852542,,,France
38115,717,Saint-Martin-de-la-Cluze,5.66137756100004,44.9899318757041,,,France
38315,3630,Le Pont-de-Beauvoisin,5.66127635399679,45.5319591866233,,,France
38513,292,Treffort,5.66080429398478,44.9027054556596,,,France
38228,487,Merlas,5.65844909776114,45.4395990776883,,,France
38111,7932,Claix,5.65617372142308,45.122429097665,,,France
38492,692,Sinard,5.65611656128348,44.9430144999002,,,France
38424,155,Saint-Maurice-en-Trièves,5.65347363852522,44.7604014681023,,,France
38474,11376,Sassenage,5.65193841344548,45.2128699724074,,,France
38243,251,Le Monestier-du-Percy,5.64806723787991,44.7839901039445,,,France
38531,537,Velanne,5.64616313484129,45.4889884151726,,,France
38565,9293,Voreppe,5.64286283135139,45.2900009127463,,,France
38343,1580,Romagnieu,5.63957039062083,45.5621168817375,,,France
38383,2542,Saint-Étienne-de-Crossey,5.63683062211627,45.3796375476248,,,France
38242,1427,Monestier-de-Clermont,5.63647213111021,44.9218415375845,,,France
38386,2399,Saint-Geoire-en-Valdaine,5.63571572851327,45.4607705714478,,,France
38342,306,Roissard,5.63538326593546,44.8844766447664,,,France
38323,1156,Pressins,5.63200329870991,45.5269339547183,,,France
38436,2173,Saint-Paul-de-Varces,5.63148840890121,45.0653936386919,,,France
38433,1098,Saint-Nizier-du-Moucherotte,5.63142076435714,45.1646071630244,,,France
38113,543,Clelles,5.62854732546304,44.8245874109581,,,France
38301,172,Percy,5.62606264733571,44.7894726780991,,,France
38061,3142,La Buisse,5.62361601643478,45.3309810346214,,,France
38281,2223,Noyarey,5.61930956213833,45.241558173339,,,France
38133,4836,Coublevie,5.61789072169651,45.3567325351797,,,France
38432,938,Saint-Nicolas-de-Macherin,5.61582258385516,45.4072547309388,,,France
38187,1779,Le Gua,5.61579128104197,45.0136348578322,,,France
38438,267,Saint-Paul-lès-Monestier,5.61475487259599,44.9276226701364,,,France
38012,2878,Aoste,5.61314115214222,45.59796413233,,,France
38235,433,Miribel-Lanchâtre,5.61061019111288,44.9730667251077,,,France
38153,465,Engins,5.60920412019924,45.1933477111471,,,France
38460,430,Saint-Sulpice-des-Rivoires,5.60432979761312,45.4678394195579,,,France
38540,1438,Veurey-Voroize,5.60254339132459,45.2696960418746,,,France
38419,186,Saint-Martin-de-Clelles,5.60226559819393,44.8469968991574,,,France
38222,747,Massieu,5.59836702778851,45.4377909147502,,,France
38391,258,Saint-Guillaume,5.59136821643858,44.9450723309036,,,France
38104,1452,Chimilin,5.59000734111936,45.5736436233177,,,France
38205,2651,Lans-en-Vercors,5.58992054560116,45.1209884214587,,,France
38183,501,Granieu,5.58991867278603,45.600254345447,,,France
38429,269,Saint-Michel-les-Portes,5.58978458749882,44.8645092278902,,,France
38001,6311,Les Abrets en Dauphiné,5.58787160629205,45.5338447435499,,,France
38400,3536,Saint-Jean-de-Moirans,5.587243634005,45.3370201299287,,,France
38563,20108,Voiron,5.58254465965048,45.3790617553211,,,France
38256,1786,Montferrat,5.57965591345011,45.4754372470646,,,France
38080,774,Charancieu,5.57919971394188,45.5208635940524,,,France
38090,267,Château-Bernard,5.56416972121853,44.9817373725413,,,France
38248,543,Montaud,5.56214536400775,45.2604589790747,,,France
38239,7852,Moirans,5.56191344111191,45.3184446596904,,,France
38022,7739,Les Avenières Veyrins-Thuellin,5.55788132235203,45.6391162640192,,,France
38105,2337,Chirens,5.55612299300072,45.4161684958875,,,France
38124,2235,Corbelin,5.55290861359217,45.6026213823442,,,France
38373,1162,Saint-Cassien,5.55098101474618,45.3611576860553,,,France
38043,1544,Bilieu,5.55016545320375,45.4458519817893,,,France
38450,1451,Saint-Quentin-sur-Isère,5.54788780891248,45.2777314354396,,,France
38434,640,Saint-Ondras,5.54765881229546,45.5170712683589,,,France
38225,3000,Autrans-Méaudre en Vercors,5.54506636270868,45.1684578398027,,,France
38548,4210,Villard-de-Lans,5.54394795610037,45.0600606376727,,,France
38029,1919,La Bâtie-Montgascon,5.54248242881639,45.5755203958443,,,France
38270,1884,La Murette,5.54122467725244,45.3818262909951,,,France
38103,305,Chichilianne,5.53888926904593,44.8075785605421,,,France
38055,626,Brangues,5.5373148913796,45.6957412078703,,,France
38292,2485,Villages du Lac de Paladru,5.53219891353178,45.4718798188951,,,France
38357,2793,Saint-André-le-Gaz,5.53216536494283,45.5471766672926,,,France
38520,689,Valencogne,5.53101224124215,45.4914474034611,,,France
38084,1438,Charnècles,5.52696027248587,45.3420042956129,,,France
38186,395,Gresse-en-Vercors,5.52594050597525,44.8864872355431,,,France
38331,1021,Réaumont,5.52283747636511,45.3630401783586,,,France
38050,623,Le Bouchage,5.52259465638187,45.6696468081644,,,France
38566,1705,Vourey,5.52240385463658,45.3167757157667,,,France
38082,1925,Charavines,5.51780591445004,45.4273964520941,,,France
38129,354,Corrençon-en-Vercors,5.5176449614233,45.0117143605451,,,France
38355,122,Saint-Andéol,5.51738608702272,44.9498970453672,,,France
38296,793,Le Passage,5.5145319552137,45.5255219458657,,,France
38162,1445,Faverges-de-la-Tour,5.51423174920931,45.5941805772259,,,France
38338,747,La Rivière,5.51357537652047,45.2238329149955,,,France
38089,232,Chassignieu,5.51225838751547,45.5010130017895,,,France
38368,1062,Saint-Blaise-du-Buis,5.51199664925128,45.3807045907443,,,France
38465,1092,Saint-Victor-de-Morestel,5.49807408074503,45.7025738182342,,,France
38390,549,Saint-Gervais,5.49769279205528,45.1903496293331,,,France
38013,3313,Apprieu,5.49586414684176,45.3974842009818,,,France
38332,3507,Renage,5.49360575535609,45.3313743442701,,,France
38517,7680,Tullins,5.4904830810837,45.2936376656209,,,France
38377,3424,Saint-Clair-de-la-Tour,5.48873908360545,45.57103682486,,,France
38381,2045,Saint-Didier-de-la-Tour,5.48785237175918,45.5483257693165,,,France
38337,6476,Rives,5.48684337475865,45.3606414563796,,,France
38148,3167,Dolomieu,5.48644886218693,45.61522576108,,,France
38098,676,Chélieu,5.48009200919809,45.5080553825917,,,France
38310,1188,Poliénas,5.4799096793856,45.2501673459371,,,France
38287,1006,Oyeu,5.47958020809439,45.4269910799883,,,France
38458,627,Saint-Sorlin-de-Morestel,5.47261078069409,45.6330800906551,,,France
38333,322,Rencurel,5.47258684754083,45.1182912653736,,,France
38560,1539,Val-de-Virieu,5.47197209239531,45.4781884382517,,,France
38076,1807,La Chapelle-de-la-Tour,5.47059469419319,45.5892008832536,,,France
38543,2129,Vézeronce-Curtin,5.4703672779036,45.65428700029,,,France
38261,4469,Morestel,5.4699639606117,45.6799689279335,,,France
38030,1682,Beaucroissant,5.46817168908208,45.3421983802004,,,France
38345,609,Rovon,5.46526170892836,45.1840698837017,,,France
38139,1503,Creys-Mépieu,5.46484639630453,45.7444651337544,,,France
38004,1244,L'Albenc,5.45856890968167,45.2184449374553,,,France
38246,1084,Montagnieu,5.45222215470074,45.5267119591928,,,France
38263,428,Morette,5.4509029938831,45.2852175394961,,,France
38525,474,Vasselin,5.44984302911602,45.6287664578613,,,France
38118,1574,Colombe,5.449333243991,45.3939728041414,,,France
38074,337,Chantesse,5.4474183253234,45.244931531296,,,France
38063,423,Burcin,5.44741049355904,45.4331352686005,,,France
38047,145,Blandin,5.44686443479116,45.4800525433454,,,France
38509,8080,La Tour-du-Pin,5.44509359590039,45.5733434213725,,,France
38216,53,Malleval-en-Vercors,5.44432628069857,45.1531501001658,,,France
38137,438,Cras,5.43887051670393,45.2724818521266,,,France
38297,1809,Arandon-Passins,5.43660655821245,45.7036943779583,,,France
38369,977,Sainte-Blandine,5.43585476289858,45.5453294768147,,,France
38401,1585,Saint-Jean-de-Soudain,5.43573416064014,45.5847177383964,,,France
38437,295,Saint-Paul-d'Izeaux,5.43250551478191,45.313943343441,,,France
38194,2147,Izeaux,5.43064441529693,45.3432158487315,,,France
38147,881,Doissin,5.42896708754488,45.5016762787927,,,France
38065,2075,Châbons,5.42549055168416,45.4481869173869,,,France
38546,1015,Vignieu,5.42076538526119,45.6312761297942,,,France
38182,3094,Le Grand-Lemps,5.41933893714361,45.3948292262605,,,France
38117,635,Cognin-les-Gorges,5.41800660779378,45.1703251489661,,,France
38341,1116,Rochetoirin,5.41643204730853,45.5882087923889,,,France
38054,1512,Bouvesse-Quirieu,5.41525651385304,45.7839830191446,,,France
38278,492,Notre-Dame-de-l'Osier,5.41520172329421,45.2384745460109,,,France
38526,365,Vatilieu,5.41161819495034,45.2609055518263,,,France
38483,1668,Sermérieu,5.40985170383048,45.6665896967076,,,France
38559,4251,Vinay,5.40753264364717,45.2149420892928,,,France
38257,451,Montrevel,5.40731677524981,45.4770444349553,,,France
38171,322,La Forteresse,5.40702550594345,45.2946847641493,,,France
38322,87,Presles,5.40578750550363,45.0930396632339,,,France
38508,739,Torchefelon,5.40290714447542,45.5187772664338,,,France
38247,3368,Montalieu-Vercieu,5.40280247031827,45.812093776437,,,France
38250,532,Montcarra,5.39878959744448,45.6093212927426,,,France
38033,638,Beaulieu,5.39694825603961,45.191258996854,,,France
38195,726,Izeron,5.39417454595938,45.1423238865506,,,France
38108,121,Choranche,5.39349823511238,45.0712243044373,,,France
38042,1008,Bévenais,5.39283062440299,45.3941517380529,,,France
38320,1766,Porcieu-Amblagnieu,5.3928072012471,45.8375062741131,,,France
38135,1276,Courtenay,5.39221330371432,45.7366186922792,,,France
38308,261,Plan,5.39210999123826,45.3169961866784,,,France
38490,1909,Sillans,5.39164184991715,45.3476650838193,,,France
38092,88,Châtelus,5.39072181432886,45.0540549059991,,,France
38330,103,Quincieu,5.38741620625469,45.2779790599843,,,France
38443,464,Saint-Pierre-de-Chérennes,5.38553857047417,45.1218516009762,,,France
38464,2240,Saint-Victor-de-Cessieu,5.38319049922055,45.5399926981383,,,France
38046,963,Bizonnes,5.37920789374978,45.4469729774093,,,France
38064,2984,Cessieu,5.37638638611845,45.5693103089548,,,France
38500,574,Têche,5.37563707652622,45.178098143835,,,France
38275,296,Serre-Nerpol,5.37164530865832,45.2578501155959,,,France
38044,1419,Biol,5.36942781083254,45.4963231584407,,,France
38539,639,Vertrieu,5.36415109298649,45.870927223728,,,France
38038,598,Belmont,5.36361642755577,45.473904974852,,,France
38174,1094,La Frette,5.36325394052199,45.3877265283742,,,France
38083,459,Charette,5.3621002112397,45.8049380634089,,,France
38374,3585,Saint-Chef,5.36151604820695,45.6412514899449,,,France
38213,571,Longechenal,5.35994574615575,45.4232104353325,,,France
38427,304,Saint-Michel-de-Saint-Geoirs,5.35927101481439,45.3011099946113,,,France
38494,777,Soleymieu,5.35901861264846,45.703662305791,,,France
38467,1420,Salagnon,5.3575808731152,45.6686066262464,,,France
38295,709,Parmilieu,5.35461458698671,45.8453337544624,,,France
38387,516,Saint-Geoirs,5.35252890379891,45.3137854578905,,,France
38036,92,Beauvoir-en-Royans,5.35124612638038,45.117028805124,,,France
38384,3225,Saint-Étienne-de-Saint-Geoirs,5.34849317859078,45.3459085553984,,,France
38319,774,Pont-en-Royans,5.34720128805472,45.061089298531,,,France
38380,302,Saint-Didier-de-Bizonnes,5.34438907265844,45.4612300849312,,,France
38454,2098,Saint-Sauveur,5.34430288719473,45.1453364638433,,,France
38348,4529,Ruy-Montceau,5.34423664591118,45.5904254087563,,,France
38498,735,Succieu,5.34271136164595,45.5294114737287,,,France
38463,1721,Saint-Vérand,5.3426782206267,45.1827734170529,,,France
38523,854,Varacieux,5.34189330891604,45.2278919969749,,,France
38086,406,Chasselay,5.34113897470239,45.2611941893687,,,France
38481,1057,Sérézin-de-la-Tour,5.34080602205765,45.5548922989222,,,France
38060,144,Brion,5.3400338734798,45.2922457015293,,,France
38282,843,Optevoz,5.34001305446772,45.7529638786339,,,France
38365,814,Saint-Baudille-de-la-Tour,5.33694788998295,45.7871962061149,,,France
38356,315,Saint-André-en-Royans,5.33647334806567,45.0830350263296,,,France
38159,533,Eydoche,5.33330259586462,45.4422235046757,,,France
38091,716,Châteauvilain,5.33035977191028,45.5137299078454,,,France
38393,1504,Saint-Hilaire-de-la-Côte,5.32966186803577,45.3896109919641,,,France
38515,2170,Trept,5.324536002951,45.6889188833606,,,France
38455,4076,Saint-Savin,5.32140840322358,45.6255685711309,,,France
38026,1060,La Balme-les-Grottes,5.319430992029,45.8418221378956,,,France
38453,1778,Saint-Romans,5.31896948814782,45.1053148417813,,,France
38272,397,Murinais,5.31827284261978,45.2109491244536,,,France
38416,7903,Saint-Marcellin,5.31718600363056,45.152746469093,,,France
38167,524,Flachères,5.31488076292525,45.4693672387773,,,France
38488,583,Siccieu-Saint-Julien-et-Carisieu,5.31415265915147,45.7302547066,,,France
38018,376,Auberives-en-Royans,5.31179453490422,45.0646579702832,,,France
38267,715,Mottier,5.30857347843979,45.4230366826505,,,France
38058,2132,Brézins,5.30790837133454,45.3451077711781,,,France
38276,2649,Nivolas-Vermelle,5.30707214677669,45.5616926767659,,,France
38152,1434,Eclose-Badinières,5.30156583115456,45.499302136197,,,France
38440,761,Saint-Pierre-de-Bressieux,5.29989279440043,45.3009570023556,,,France
38180,1012,Gillonnay,5.29728799872532,45.3852485616722,,,France
38099,708,Chevrières,5.29324688211334,45.1919489556734,,,France
38190,1192,Hières-sur-Amby,5.29309116456877,45.7996339779365,,,France
38069,1400,Champier,5.29262876160755,45.4576351113423,,,France
38156,985,Les Éparres,5.29213254953997,45.538159680802,,,France
38010,676,Annoisin-Chatelans,5.29169374768959,45.7611004880431,,,France
38392,636,Saint-Hilaire-de-Brens,5.29093393135921,45.6754797493717,,,France
38146,837,Dizimieu,5.28721656610812,45.7133765798415,,,France
38230,995,Meyrié,5.28513311147703,45.5602522671212,,,France
38495,584,La Sône,5.28044284040305,45.1171945189135,,,France
38409,1212,Saint-Just-de-Claix,5.27988459913389,45.0771829869815,,,France
38095,2512,Chatte,5.27942876601691,45.139882378207,,,France
38056,93,Bressieux,5.27803503550358,45.3221938021596,,,France
38532,846,Vénérieu,5.27595430633809,45.6601214377944,,,France
38053,28387,Bourgoin-Jallieu,5.27373710303637,45.6024679134736,,,France
38512,754,Tramolé,5.26802437818979,45.5137711078265,,,France
38535,266,Vernas,5.26732656479439,45.7769171504365,,,France
38041,116,Bessins,5.26421802883667,45.2042077016907,,,France
38457,2887,Saint-Siméon-de-Bressieux,5.26295674367363,45.3262102685954,,,France
38130,4811,La Côte-Saint-André,5.26068943833578,45.3836942753848,,,France
38360,409,Saint-Appolinard,5.26034131266976,45.1840473441338,,,France
38260,511,Moras,5.25996832464087,45.6870144168458,,,France
38223,1745,Maubec,5.25841682072174,45.5660838825827,,,France
38138,3282,Crémieu,5.25736770225905,45.7320714826161,,,France
38210,838,Leyrieu,5.25516885131238,45.7564123947092,,,France
38394,1886,Saint-Hilaire-du-Rosier,5.25022761705778,45.0906174199761,,,France
38347,1157,Roybon,5.24911578222327,45.2481127812857,,,France
38221,147,Marnans,5.248590758678,45.2898068339608,,,France
38141,745,Culin,5.24528568399408,45.5237272766901,,,France
38149,1661,Domarin,5.24507763655028,45.5815049606579,,,France
38415,1393,Saint-Marcel-Bel-Accueil,5.24033726764029,45.6486032564354,,,France
38351,1043,Saint-Agnin-sur-Bion,5.23930656675557,45.5387086059685,,,France
38554,1852,Villemoirieu,5.23311349887632,45.7138065502623,,,France
38358,692,Sainte-Anne-sur-Gervonde,5.23297823286217,45.4997438835229,,,France
38093,440,Châtenay,5.22918483501568,45.3292151026487,,,France
38542,336,Veyssilieu,5.22779426478465,45.6803391812701,,,France
38370,634,Saint-Bonnet-de-Chavagne,5.22742213935933,45.1212324799227,,,France
38352,1982,Saint-Alban-de-Roche,5.22498842749759,45.5867401621587,,,France
38451,3288,Saint-Romain-de-Jalionas,5.22406704120798,45.7522008795084,,,France
38193,16124,L'Isle-d'Abeau,5.22284204266721,45.6180814638543,,,France
38094,2072,Châtonnay,5.22240513147562,45.4770808326904,,,France
38473,1124,Sardieu,5.22143212382561,45.3607320186656,,,France
38136,508,Crachier,5.2205054985921,45.5464241056238,,,France
